file_path,folder,prob_unclustered,prob_clustered,prob_nonmono,max_probability,prediction,uncertain,label_studio_id
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0122_slide1_1.png,Clustered_cell,0.427,0.5722,0.0009,0.5722,Clustered,True,221726
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0052_slide2_2.png,Monocyte_without_RBC,0.5722,0.0021,0.4257,0.5722,Unclustered,True,64847
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0084_slide1_4.png,Unusable,0.5723,0.0338,0.3939,0.5723,Unclustered,True,59207
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0008_slide1_2.png,Monocyte_without_RBC,0.3842,0.5723,0.0435,0.5723,Clustered,True,68201
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0024_slide1_7.png,Monocyte_without_RBC,0.5724,0.0458,0.3819,0.5724,Unclustered,True,220705
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0022_slide1_8.png,Monocyte_without_RBC,0.5726,0.3679,0.0595,0.5726,Unclustered,True,62522
D:/MMA_LabelledData/Sliced\Unusable\tile_x017_y009_cell_0016_slide2_8.png,Unusable,0.0052,0.5726,0.4222,0.5726,Clustered,True,483993
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0171_slide1_2.png,Monocyte_without_RBC,0.5727,0.0186,0.4087,0.5727,Unclustered,True,219757
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y002_cell_0025_slide2_2.png,RBC alone,0.4233,0.0039,0.5727,0.5727,NonMonocyte,True,58532
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0032_slide1_5.png,Clustered_cell,0.0106,0.4166,0.5728,0.5728,NonMonocyte,True,56795
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0339_slide1_5.png,Monocyte_without_RBC,0.2487,0.5731,0.1782,0.5731,Clustered,True,58079
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0060_slide2_4.png,Lymphocyte,0.5731,0.0356,0.3913,0.5731,Unclustered,True,58971
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y012_cell_0006_slide1_3.png,Monocyte_without_RBC,0.5732,0.2421,0.1847,0.5732,Unclustered,True,494734
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0009_slide3_7.png,Monocyte_without_RBC,0.4168,0.0099,0.5733,0.5733,NonMonocyte,True,60365
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0065_slide2_1.png,Unusable,0.5733,0.0896,0.3371,0.5733,Unclustered,True,61116
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0008_slide1_3.png,Unusable,0.4204,0.0061,0.5735,0.5735,NonMonocyte,True,220434
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0150_slide2_6.png,Unusable,0.0032,0.4233,0.5736,0.5736,NonMonocyte,True,67614
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y004_cell_0008_slide2_4.png,RBC alone,0.5736,0.023,0.4034,0.5736,Unclustered,True,62290
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0003_slide2_6.png,Monocyte_without_RBC,0.5736,0.4171,0.0093,0.5736,Unclustered,True,58145
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0102_slide1_4.png,Unusable,0.5737,0.1537,0.2726,0.5737,Unclustered,True,63373
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0048_slide2_7.png,Clustered_cell,0.3834,0.5738,0.0427,0.5738,Clustered,True,64797
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0063_slide2_1.png,Monocyte_without_RBC,0.5738,0.1952,0.2311,0.5738,Unclustered,True,59001
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0028_slide1_6.png,Clustered_cell,0.0019,0.5738,0.4243,0.5738,Clustered,True,66445
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0015_slide1_7.png,Monocyte_without_RBC,0.3777,0.0483,0.574,0.574,NonMonocyte,True,64287
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0111_slide1_5.png,Clustered_cell,0.0001,0.5741,0.4258,0.5741,Clustered,True,59388
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y003_cell_0232_slide1_6.png,Unusable,0.0004,0.5741,0.4255,0.5741,Clustered,True,220003
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y007_cell_0013_slide1_4.png,Clustered_cell,0.5742,0.3454,0.0804,0.5742,Unclustered,True,68292
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0070_slide1_7.png,Monocyte_without_RBC,0.5743,0.4221,0.0037,0.5743,Unclustered,True,61165
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0006_slide1_4.png,Monocyte_without_RBC,0.4187,0.007,0.5743,0.5743,NonMonocyte,True,58205
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0010_slide1_5.png,Clustered_cell,0.0034,0.5743,0.4223,0.5743,Clustered,True,60371
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0124_slide1_5.png,Clustered_cell,0.4217,0.5744,0.0039,0.5744,Clustered,True,63506
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y001_cell_0259_slide1_5.png,Monocyte_with_RBC,0.401,0.5744,0.0247,0.5744,Clustered,True,57999
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0142_slide1_6.png,Clustered_cell,0.0015,0.5744,0.424,0.5744,Clustered,True,67564
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0121_slide1_5.png,Monocyte_without_RBC,0.4193,0.0063,0.5744,0.5744,NonMonocyte,True,221724
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0186_slide1_5.png,Clustered_cell,0.2757,0.1498,0.5745,0.5745,NonMonocyte,True,61881
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0241_slide1_5.png,Clustered_cell,0.414,0.5746,0.0114,0.5746,Clustered,True,60007
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0063_slide1_2.png,Clustered_cell,0.0012,0.5747,0.424,0.5747,Clustered,True,221241
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0010_slide3_1.png,Unusable,0.377,0.0481,0.5749,0.5749,NonMonocyte,True,56389
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x007_y004_cell_0034_slide2_6.png,Monocyte_with_RBC,0.575,0.081,0.344,0.575,Unclustered,True,220863
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y002_cell_0128_slide1_1.png,Monocyte_without_RBC,0.4004,0.0246,0.575,0.575,NonMonocyte,True,469813
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0083_slide1_5.png,Clustered_cell,0.5751,0.3951,0.0298,0.5751,Unclustered,True,59201
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0153_slide1_6.png,Clustered_cell,0.5752,0.422,0.0027,0.5752,Unclustered,True,65654
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y001_cell_0039_slide1_6.png,Monocyte_with_RBC,0.3905,0.5752,0.0343,0.5752,Clustered,True,56896
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0123_slide1_6.png,Clustered_cell,0.0054,0.4194,0.5752,0.5752,NonMonocyte,True,59461
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y006_cell_0037_slide2_6.png,RBC alone,0.4198,0.0049,0.5753,0.5753,NonMonocyte,True,66583
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0045_slide1_4.png,Clustered_cell,0.5753,0.1837,0.241,0.5753,Unclustered,True,66684
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y012_cell_0006_slide1_4.png,Monocyte_without_RBC,0.3436,0.0811,0.5753,0.5753,NonMonocyte,True,494735
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0032_slide2_4.png,Clustered_cell,0.1457,0.5754,0.279,0.5754,Clustered,True,66511
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0041_slide1_8.png,Monocyte_without_RBC,0.4216,0.0029,0.5755,0.5755,NonMonocyte,True,220957
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0023_slide1_6.png,Clustered_cell,0.0012,0.5755,0.4233,0.5755,Clustered,True,66370
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0178_slide1_5.png,Monocyte_without_RBC,0.3916,0.5756,0.0328,0.5756,Clustered,True,61857
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0160_slide1_5.png,Monocyte_without_RBC,0.4189,0.0056,0.5756,0.5756,NonMonocyte,True,221932
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0008_slide2_4.png,Monocyte_without_RBC,0.4005,0.0237,0.5758,0.5758,NonMonocyte,True,58255
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0062_slide2_6.png,Monocyte_without_RBC,0.5758,0.0119,0.4123,0.5758,Unclustered,True,221239
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0047_slide2_4.png,Monocyte_without_RBC,0.5758,0.0262,0.398,0.5758,Unclustered,True,58819
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0071_slide1_7.png,Monocyte_without_RBC,0.3588,0.0652,0.576,0.576,NonMonocyte,True,61175
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0004_slide1_4.png,Unusable,0.3809,0.0431,0.576,0.576,NonMonocyte,True,66035
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0051_slide1_2.png,Clustered_cell,0.3302,0.5761,0.0937,0.5761,Clustered,True,60961
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0026_slide1_5.png,Clustered_cell,0.0003,0.4235,0.5761,0.5761,NonMonocyte,True,62576
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y002_cell_0190_slide1_5.png,Monocyte_with_RBC,0.4173,0.0066,0.5761,0.5761,NonMonocyte,True,59803
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0154_slide1_5.png,Clustered_cell,0.001,0.5761,0.4229,0.5761,Clustered,True,59643
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y002_cell_0168_slide1_8.png,Monocyte_without_RBC,0.3832,0.0406,0.5762,0.5762,NonMonocyte,True,469997
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0075_slide1_5.png,Monocyte_without_RBC,0.5762,0.0076,0.4162,0.5762,Unclustered,True,67012
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0101_slide1_3.png,Clustered_cell,0.3437,0.5762,0.0801,0.5762,Clustered,True,67244
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0027_slide2_1.png,Monocyte_without_RBC,0.3374,0.0863,0.5763,0.5763,NonMonocyte,True,62593
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0039_slide1_3.png,Monocyte_without_RBC,0.5764,0.0222,0.4014,0.5764,Unclustered,True,62756
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0063_slide2_2.png,Monocyte_without_RBC,0.5765,0.1839,0.2396,0.5765,Unclustered,True,57214
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0166_slide1_5.png,Clustered_cell,0.0008,0.4226,0.5766,0.5766,NonMonocyte,True,479833
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0043_slide2_7.png,Monocyte_without_RBC,0.1701,0.2533,0.5766,0.5766,NonMonocyte,True,64727
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0004_slide2_4.png,Monocyte_without_RBC,0.5766,0.0347,0.3887,0.5766,Unclustered,True,64068
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0048_slide1_1.png,Clustered_cell,0.4092,0.5768,0.014,0.5768,Clustered,True,221048
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0051_slide2_1.png,Unusable,0.1288,0.5768,0.2944,0.5768,Clustered,True,60968
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0030_slide2_4.png,Monocyte_without_RBC,0.577,0.0385,0.3845,0.577,Unclustered,True,62638
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0159_slide1_4.png,Monocyte_without_RBC,0.577,0.0501,0.3729,0.577,Unclustered,True,65671
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0206_slide1_4.png,Monocyte_without_RBC,0.4165,0.0064,0.5771,0.5771,NonMonocyte,True,67855
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0158_slide1_5.png,Clustered_cell,0.0036,0.5771,0.4193,0.5771,Clustered,True,479793
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0006_slide2_7.png,Lymphocyte,0.5771,0.0044,0.4185,0.5771,Unclustered,True,58216
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0144_slide1_5.png,Clustered_cell,0.0046,0.5771,0.4183,0.5771,Clustered,True,59586
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0183_slide1_6.png,Monocyte_without_RBC,0.5773,0.3859,0.0368,0.5773,Unclustered,True,59776
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0034_slide2_4.png,Monocyte_without_RBC,0.5776,0.0255,0.3969,0.5776,Unclustered,True,220861
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y002_cell_0072_slide2_3.png,RBC alone,0.0337,0.5776,0.3886,0.5776,Clustered,True,59102
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0166_slide1_6.png,Clustered_cell,0.5776,0.3759,0.0465,0.5776,Unclustered,True,61822
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0029_slide2_1.png,Clustered_cell,0.5777,0.3833,0.0391,0.5777,Unclustered,True,64513
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0030_slide1_7.png,Unusable,0.3429,0.0795,0.5777,0.5777,NonMonocyte,True,64527
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0088_slide1_5.png,Clustered_cell,0.0109,0.4113,0.5778,0.5778,NonMonocyte,True,63289
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0046_slide1_5.png,Unusable,0.4036,0.0186,0.5778,0.5778,NonMonocyte,True,64760
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0099_slide1_1.png,Clustered_cell,0.4207,0.5778,0.0015,0.5778,Clustered,True,221572
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0071_slide1_7.png,Monocyte_without_RBC,0.5779,0.0089,0.4132,0.5779,Unclustered,True,57296
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0018_slide2_4.png,Clustered_cell,0.4157,0.5779,0.0064,0.5779,Clustered,True,58432
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0032_slide2_3.png,Monocyte_without_RBC,0.3729,0.0492,0.5779,0.5779,NonMonocyte,True,58627
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0044_slide1_4.png,Monocyte_without_RBC,0.5781,0.4049,0.0171,0.5781,Unclustered,True,220995
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y004_cell_0008_slide3_2.png,RBC alone,0.5781,0.0187,0.4032,0.5781,Unclustered,True,62295
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x018_y009_cell_0023_slide1_5.png,Monocyte_with_RBC,0.417,0.5784,0.0046,0.5784,Clustered,True,494079
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0051_slide2_1.png,Clustered_cell,0.5785,0.2273,0.1941,0.5785,Unclustered,True,64833
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0006_slide3_4.png,Monocyte_without_RBC,0.5785,0.0882,0.3333,0.5785,Unclustered,True,64122
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0042_slide1_3.png,Clustered_cell,0.5786,0.3587,0.0627,0.5786,Unclustered,True,62798
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0006_slide2_1.png,Monocyte_without_RBC,0.5788,0.0701,0.3511,0.5788,Unclustered,True,62242
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0087_slide2_1.png,Clustered_cell,0.3973,0.5789,0.0238,0.5789,Clustered,True,63284
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0234_slide1_4.png,Clustered_cell,0.4052,0.5791,0.0157,0.5791,Clustered,True,63873
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y010_cell_0098_slide1_3.png,Clustered_cell,0.0123,0.4085,0.5792,0.5792,NonMonocyte,True,494509
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0004_slide2_6.png,Monocyte_without_RBC,0.5792,0.4185,0.0023,0.5792,Unclustered,True,62201
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0134_slide1_6.png,Clustered_cell,0.0024,0.5797,0.4178,0.5797,Clustered,True,221803
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0008_slide2_6.png,Unusable,0.0004,0.5797,0.4198,0.5797,Clustered,True,60342
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0022_slide1_1.png,Monocyte_without_RBC,0.5798,0.3715,0.0487,0.5798,Unclustered,True,66350
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0089_slide1_4.png,Lymphocyte,0.5798,0.0071,0.4131,0.5798,Unclustered,True,57471
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0108_slide1_6.png,Clustered_cell,0.4172,0.58,0.0028,0.58,Clustered,True,221643
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y009_cell_0032_slide1_5.png,Clustered_cell,0.58,0.3919,0.0281,0.58,Unclustered,True,494115
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0114_slide2_1.png,Clustered_cell,0.0419,0.5801,0.378,0.5801,Clustered,True,67359
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0033_slide2_3.png,Clustered_cell,0.2845,0.5801,0.1354,0.5801,Clustered,True,60727
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0342_slide1_4.png,Unusable,0.5801,0.3017,0.1181,0.5801,Unclustered,True,65955
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0091_slide1_4.png,Monocyte_without_RBC,0.4109,0.0089,0.5802,0.5802,NonMonocyte,True,221511
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0073_slide1_3.png,Clustered_cell,0.0126,0.4072,0.5802,0.5802,NonMonocyte,True,63171
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0064_slide2_7.png,Monocyte_without_RBC,0.3802,0.0395,0.5802,0.5802,NonMonocyte,True,66916
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0129_slide1_3.png,Clustered_cell,0.008,0.4118,0.5803,0.5803,NonMonocyte,True,61631
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0068_slide1_2.png,Clustered_cell,0.5804,0.4134,0.0062,0.5804,Unclustered,True,66946
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0249_slide1_5.png,Unusable,0.3845,0.0351,0.5804,0.5804,NonMonocyte,True,57989
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y002_cell_0139_slide1_3.png,Monocyte_without_RBC,0.5805,0.0244,0.3951,0.5805,Unclustered,True,469873
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0258_slide1_4.png,Monocyte_without_RBC,0.5805,0.25,0.1695,0.5805,Unclustered,True,62062
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0045_slide2_3.png,Lymphocyte,0.5805,0.3074,0.1121,0.5805,Unclustered,True,58794
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0035_slide1_3.png,Monocyte_without_RBC,0.5805,0.3619,0.0576,0.5805,Unclustered,True,64600
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0007_slide1_5.png,Clustered_cell,0.0046,0.4147,0.5807,0.5807,NonMonocyte,True,60313
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0226_slide1_4.png,Monocyte_without_RBC,0.4114,0.0079,0.5807,0.5807,NonMonocyte,True,219978
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0013_slide2_1.png,Unusable,0.267,0.1522,0.5807,0.5807,NonMonocyte,True,58348
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y006_cell_0028_slide2_4.png,Lymphocyte,0.4057,0.0135,0.5808,0.5808,NonMonocyte,True,66451
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0019_slide1_4.png,Monocyte_without_RBC,0.5808,0.0054,0.4137,0.5808,Unclustered,True,220622
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0088_slide1_5.png,Clustered_cell,0.0002,0.5809,0.4189,0.5809,Clustered,True,59236
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0152_slide1_2.png,Monocyte_without_RBC,0.5812,0.0073,0.4114,0.5812,Unclustered,True,67621
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0288_slide1_4.png,Monocyte_without_RBC,0.2479,0.5812,0.1709,0.5812,Clustered,True,68008
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0045_slide2_1.png,Lymphocyte,0.4064,0.0121,0.5815,0.5815,NonMonocyte,True,60893
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0010_slide1_6.png,Clustered_cell,0.3982,0.5816,0.0202,0.5816,Clustered,True,58288
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0129_slide1_4.png,Monocyte_without_RBC,0.5816,0.0117,0.4066,0.5816,Unclustered,True,57712
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0066_slide2_2.png,Monocyte_without_RBC,0.3209,0.5818,0.0973,0.5818,Clustered,True,221278
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0006_slide3_8.png,Monocyte_without_RBC,0.4156,0.0026,0.5818,0.5818,NonMonocyte,True,220410
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y007_cell_0015_slide1_1.png,Unusable,0.582,0.1039,0.3142,0.582,Unclustered,True,68322
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0129_slide2_2.png,Clustered_cell,0.0029,0.4151,0.582,0.582,NonMonocyte,True,61636
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0049_slide1_5.png,Clustered_cell,0.3679,0.5821,0.05,0.5821,Clustered,True,221066
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0189_slide1_6.png,Monocyte_without_RBC,0.5821,0.0086,0.4093,0.5821,Unclustered,True,222051
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0010_slide3_2.png,Unusable,0.3944,0.0233,0.5822,0.5822,NonMonocyte,True,58300
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0137_slide1_3.png,Clustered_cell,0.4099,0.5823,0.0078,0.5823,Clustered,True,59542
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0208_slide1_5.png,Monocyte_without_RBC,0.4129,0.0047,0.5824,0.5824,NonMonocyte,True,57948
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0233_slide1_6.png,Monocyte_without_RBC,0.5824,0.0315,0.3861,0.5824,Unclustered,True,59976
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0040_slide1_7.png,Monocyte_without_RBC,0.5825,0.1031,0.3144,0.5825,Unclustered,True,60821
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0273_slide1_4.png,Lymphocyte,0.4014,0.016,0.5825,0.5825,NonMonocyte,True,62082
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0107_slide1_1.png,Clustered_cell,0.4132,0.5828,0.004,0.5828,Clustered,True,221631
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0191_slide1_2.png,Unusable,0.0008,0.583,0.4162,0.583,Clustered,True,67793
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y013_cell_0080_slide1_5.png,Clustered_cell,0.5831,0.3984,0.0185,0.5831,Unclustered,True,495135
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y003_cell_0095_slide1_3.png,RBC alone,0.5831,0.0637,0.3531,0.5831,Unclustered,True,61378
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0130_slide1_4.png,Clustered_cell,0.0008,0.416,0.5831,0.5831,NonMonocyte,True,57716
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y002_cell_0065_slide2_3.png,RBC alone,0.4109,0.0058,0.5833,0.5833,NonMonocyte,True,59025
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0028_slide2_5.png,Unusable,0.4077,0.0089,0.5834,0.5834,NonMonocyte,True,56738
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0050_slide2_6.png,Clustered_cell,0.2853,0.5835,0.1312,0.5835,Clustered,True,64823
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0055_slide1_8.png,Monocyte_without_RBC,0.3961,0.0203,0.5835,0.5835,NonMonocyte,True,64882
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0102_slide1_8.png,Clustered_cell,0.5835,0.3175,0.099,0.5835,Unclustered,True,221602
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0095_slide1_6.png,Clustered_cell,0.0019,0.4144,0.5836,0.5836,NonMonocyte,True,221545
